rel_time,rtt
2366.93798995018,1287.0
2367.403081893921,1148.0
2367.713068962097,1257.0
2367.8229780197144,1164.0
2368.1429629325867,1284.0
2368.24787402153,1187.0
2368.4680280685425,1205.0
2368.7878839969635,1121.0
2369.0029430389404,1136.0
2369.3330159187317,1262.0
2369.5280079841614,1257.0
2369.6235358715057,1145.0
2369.8828740119934,1204.0
2370.083049058914,1204.0
2370.2828969955444,1203.0
2370.428037881851,1145.0
2370.737993001938,1254.0
2370.8280968666077,1144.0
2371.182916879654,1290.0
2371.432997941971,1339.0
2371.527888059616,1234.0
2371.6579229831696,1163.0
2372.022929906845,1328.0
2372.1229350566864,1228.0
2372.252954006195,1154.0
2372.4830050468445,1184.0
2372.8079600334167,1308.0
2372.9029910564423,1203.0
2373.092985868454,1186.0
2373.3130190372467,1206.0
2373.507889032364,1200.0
2373.7230429649353,1214.0
2373.9229979515076,1212.0
2374.1678609848022,1255.0
2374.2679760456085,1154.0
2374.602926015854,1280.0
